action,county,page,candidate,columnIndex,currentValue,correctedValue,exclude,reason,reviewer,rowText,sourceWarnings,correctionKey
add,Marion,3,wicker,5,,1171,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,6,,288,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,7,,468,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,8,,360,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,9,,220,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,10,,14,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,11,,241,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Monroe,3,harris,1,7,71,,Visual review of Monroe page 3 shows the Harris cell should be 71; OCR captured 7.,codex,,,
update,Monroe,3,harris,2,9,15,,Visual review of Monroe page 3 shows the Harris cell should be 15; OCR captured 9.,codex,,,
update,Monroe,3,harris,3,223,8,,Visual review of Monroe page 3 shows the Harris cell should be 8; OCR captured 223.,codex,,,
update,Monroe,3,harris,4,103,223,,Visual review of Monroe page 3 shows the Harris cell should be 223; OCR captured 103.,codex,,,
update,Monroe,3,harris,5,21,101,,Visual review of Monroe page 3 shows the Harris cell should be 101; OCR captured 21.,codex,,,
update,Monroe,3,harris,6,544,34,,Visual review of Monroe page 3 shows the Harris cell should be 34; OCR captured 544.,codex,,,
update,Monroe,3,harris,7,419,281,,Visual review of Monroe page 3 shows the Harris cell should be 281; OCR captured 419.,codex,,,
update,Monroe,3,harris,8,0,644,,Visual review of Monroe page 3 shows the Harris cell should be 644; OCR captured 0.,codex,,,
update,Monroe,3,harris,9,79,418,,Visual review of Monroe page 3 shows the Harris cell should be 418; OCR captured 79.,codex,,,
add,Monroe,3,harris,10,,690,,Visual review of Monroe page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,harris,11,,76,,Visual review of Monroe page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Monroe,4,harris,6,5090,,yes,"Visual review of Monroe page 4 shows the Harris cell is a TOTAL column, not a precinct value.",codex,,,
add,Monroe,2,wicker,1,,569,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,2,,166,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,3,,338,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,4,,1454,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,5,,801,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,6,,1212,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,7,,905,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,8,,149,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,9,,234,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,10,,89,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,2,wicker,11,,137,,Visual review of Monroe page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,1,,367,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,2,,236,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,3,,93,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,4,,1092,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,5,,654,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,6,,115,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,7,,102,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,8,,462,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,9,,73,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,10,,236,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,3,wicker,11,,36,,Visual review of Monroe page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,4,wicker,1,,26,,Visual review of Monroe page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,4,wicker,2,,114,,Visual review of Monroe page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,4,wicker,3,,405,,Visual review of Monroe page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,4,wicker,4,,170,,Visual review of Monroe page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Monroe,4,wicker,5,,685,,Visual review of Monroe page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Lowndes,2,harris,1,39,389,,Visual review of Lowndes page 2 shows the Harris cell should be 389; OCR captured 39.,codex,,,
update,Lowndes,2,harris,2,239,239,,Visual review of Lowndes page 2 shows the Harris cell should be 239; OCR captured 239.,codex,,,
update,Lowndes,2,harris,3,1,481,,Visual review of Lowndes page 2 shows the Harris cell should be 481; OCR captured 1.,codex,,,
update,Lowndes,2,harris,4,9,469,,Visual review of Lowndes page 2 shows the Harris cell should be 469; OCR captured 9.,codex,,,
update,Lowndes,2,harris,5,169,189,,Visual review of Lowndes page 2 shows the Harris cell should be 189; OCR captured 169.,codex,,,
update,Lowndes,2,harris,6,523,523,,Visual review of Lowndes page 2 shows the Harris cell should be 523; OCR captured 523.,codex,,,
update,Lowndes,2,harris,7,79,870,,Visual review of Lowndes page 2 shows the Harris cell should be 870; OCR captured 79.,codex,,,
update,Lowndes,2,harris,8,9,470,,Visual review of Lowndes page 2 shows the Harris cell should be 470; OCR captured 9.,codex,,,
update,Lowndes,2,harris,9,269,966,,Visual review of Lowndes page 2 shows the Harris cell should be 966; OCR captured 269.,codex,,,
update,Lowndes,2,harris,10,243,243,,Visual review of Lowndes page 2 shows the Harris cell should be 243; OCR captured 243.,codex,,,
update,Lowndes,2,harris,11,743,743,,Visual review of Lowndes page 2 shows the Harris cell should be 743; OCR captured 743.,codex,,,
update,Lowndes,3,harris,1,789,789,,Visual review of Lowndes page 3 shows the Harris cell should be 789; OCR captured 789.,codex,,,
update,Lowndes,3,harris,2,239,238,,Visual review of Lowndes page 3 shows the Harris cell should be 238; OCR captured 239.,codex,,,
update,Lowndes,3,harris,3,1957,581,,Visual review of Lowndes page 3 shows the Harris cell should be 581; OCR captured 1957.,codex,,,
update,Lowndes,3,harris,4,02,1957,,Visual review of Lowndes page 3 shows the Harris cell should be 1957; OCR captured 02.,codex,,,
update,Lowndes,3,harris,5,509,66,,Visual review of Lowndes page 3 shows the Harris cell should be 66; OCR captured 509.,codex,,,
update,Lowndes,3,harris,6,5,602,,Visual review of Lowndes page 3 shows the Harris cell should be 602; OCR captured 5.,codex,,,
update,Lowndes,3,harris,7,240,508,,Visual review of Lowndes page 3 shows the Harris cell should be 508; OCR captured 240.,codex,,,
update,Lowndes,3,harris,8,1,533,,Visual review of Lowndes page 3 shows the Harris cell should be 533; OCR captured 1.,codex,,,
update,Lowndes,3,harris,9,1094,240,,Visual review of Lowndes page 3 shows the Harris cell should be 240; OCR captured 1094.,codex,,,
add,Lowndes,2,wicker,1,,512,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,2,,54,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,3,,601,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,4,,2672,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,5,,17,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,6,,190,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,7,,417,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,8,,185,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,9,,73,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,10,,428,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,2,wicker,11,,1563,,Visual review of Lowndes page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,1,,2973,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,2,,44,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,3,,1334,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,4,,453,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,5,,449,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,6,,89,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,7,,214,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,8,,448,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Lowndes,3,wicker,9,,832,,Visual review of Lowndes page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Yazoo,4,harris,1,219,210,,Visual review of Yazoo page 4 shows the Harris cell should be 210; OCR captured 219.,codex,,,
update,Yazoo,4,harris,2,39,66,,Visual review of Yazoo page 4 shows the Harris cell should be 66; OCR captured 39.,codex,,,
update,Yazoo,4,harris,3,5,369,,Visual review of Yazoo page 4 shows the Harris cell should be 369; OCR captured 5.,codex,,,
update,Yazoo,4,harris,4,2,98,,Visual review of Yazoo page 4 shows the Harris cell should be 98; OCR captured 2.,codex,,,
update,Yazoo,4,harris,5,143,50,,Visual review of Yazoo page 4 shows the Harris cell should be 50; OCR captured 143.,codex,,,
update,Yazoo,4,harris,6,221,21,,Visual review of Yazoo page 4 shows the Harris cell should be 21; OCR captured 221.,codex,,,
update,Yazoo,4,harris,7,2,143,,Visual review of Yazoo page 4 shows the Harris cell should be 143; OCR captured 2.,codex,,,
add,Yazoo,4,harris,8,,40,,Visual review of Yazoo page 4 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Yazoo,4,harris,9,,231,,Visual review of Yazoo page 4 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
