Office,Parish,Ward,Precinct,"Kamala D. Harris, Tim Walz Democratic (DEM)","Jill Stein, Ajamu Baraka Green (GRN)","Chase Oliver, Mike ter Maat Libertarian (LBT)","Donald J. Trump, ""JD"" Vance Republican (REP)","Peter Sonski, Lauren Onak American Solidarity Party (OTH)","Randall Terry, Stephen Broden Constitution Party (OTH)","Mattie Preston, Shannel Conner Godliness, Truth, Justice (OTH)","Cornel West, Melina Abdullah Justice For All (OTH)","Claudia de la Cruz, Karina Garcia Socialism and Liberation (OTH)","Rachele Fruit, Dennis Richter Socialist Workers Party (OTH)","Robert F. Kennedy, Jr., Nicole Shanahan We The People (OTH)"
"Presidential Electors","Jackson","00","08","36","1","0","118","0","2","0","0","0","0","0"
"Presidential Electors","Jackson","00","08A","7","0","0","27","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","09","69","0","1","82","0","0","1","0","0","0","2"
"Presidential Electors","Jackson","00","10","16","0","2","297","0","1","0","0","0","0","0"
"Presidential Electors","Jackson","00","10A","2","0","0","63","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","11","23","0","2","306","0","0","1","0","0","0","1"
"Presidential Electors","Jackson","00","11A","4","0","0","54","0","0","0","0","0","0","2"
"Presidential Electors","Jackson","00","13","88","2","0","90","0","1","0","3","0","0","1"
"Presidential Electors","Jackson","00","13A","9","0","0","53","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","15","24","0","1","78","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","16","60","0","0","5","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","17","10","0","0","44","0","0","1","0","0","0","0"
"Presidential Electors","Jackson","00","17A","25","0","0","20","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","18","45","0","0","107","0","0","1","1","0","0","0"
"Presidential Electors","Jackson","00","19A","4","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","19AI","39","0","0","14","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","20","38","0","0","2","0","0","0","0","0","0","1"
"Presidential Electors","Jackson","00","20A","187","1","1","13","0","0","0","1","0","1","1"
"Presidential Electors","Jackson","00","22","82","0","0","94","0","0","1","1","0","0","2"
"Presidential Electors","Jackson","00","25","63","0","0","211","0","2","2","2","0","0","0"
"Presidential Electors","Jackson","00","25A","36","0","0","36","0","0","0","0","1","0","0"
"Presidential Electors","Jackson","00","25B","25","1","0","10","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","Early Voting","","742","4","5","2469","3","2","3","4","1","0","6"
"Presidential Electors","Jackson","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","001","99","6","7","328","1","2","0","0","0","0","1"
"Presidential Electors","Jefferson","00","002","80","1","1","262","1","1","1","0","0","0","1"
"Presidential Electors","Jefferson","00","003","101","4","7","222","1","0","0","0","0","0","2"
"Presidential Electors","Jefferson","00","004","74","4","1","186","1","0","1","0","0","0","1"
"Presidential Electors","Jefferson","00","005","82","2","3","226","1","1","0","0","1","0","2"
"Presidential Electors","Jefferson","00","007","117","7","5","234","1","1","2","0","1","0","5"
"Presidential Electors","Jefferson","00","008","94","3","2","155","1","0","2","0","1","0","1"
"Presidential Electors","Jefferson","00","009","168","4","1","208","0","0","0","1","1","0","2"
"Presidential Electors","Jefferson","00","010","81","1","3","197","0","0","0","1","0","0","0"
"Presidential Electors","Jefferson","00","011","128","6","3","193","0","0","2","0","3","0","4"
"Presidential Electors","Jefferson","00","012","94","16","5","299","0","0","1","1","0","1","3"
"Presidential Electors","Jefferson","00","013","138","10","2","330","0","0","1","0","0","0","0"
"Presidential Electors","Jefferson","00","014","51","0","0","197","0","1","0","0","0","0","2"
"Presidential Electors","Jefferson","00","015","47","16","0","111","0","0","0","1","0","0","2"
"Presidential Electors","Jefferson","00","016","59","1","0","130","0","0","0","1","0","0","0"
"Presidential Electors","Jefferson","00","017","167","6","1","416","4","1","0","0","0","0","2"
"Presidential Electors","Jefferson","00","018","115","1","3","268","0","1","0","2","0","0","1"
"Presidential Electors","Jefferson","00","019","63","1","1","140","0","1","2","0","0","0","0"
"Presidential Electors","Jefferson","00","020","38","0","0","103","3","1","0","0","0","0","1"
"Presidential Electors","Jefferson","00","021","101","1","5","179","1","0","0","0","1","0","0"
"Presidential Electors","Jefferson","00","022","63","2","2","99","0","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","023","143","7","1","104","0","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","024","136","5","5","384","0","0","1","1","0","0","0"
"Presidential Electors","Jefferson","00","025","115","5","4","440","0","1","1","0","0","0","2"
"Presidential Electors","Jefferson","00","026","195","11","4","268","1","0","0","1","0","0","1"
"Presidential Electors","Jefferson","00","027","265","11","4","179","1","0","1","1","1","0","1"
"Presidential Electors","Jefferson","00","028","82","3","3","112","1","1","0","1","0","1","3"
"Presidential Electors","Jefferson","00","029","79","0","1","111","0","0","1","0","0","0","0"
"Presidential Electors","Jefferson","00","030","117","1","4","344","3","2","0","0","0","1","1"
"Presidential Electors","Jefferson","00","031","107","6","5","206","1","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","032","70","3","3","266","3","1","0","0","1","0","0"
"Presidential Electors","Jefferson","00","033","80","4","0","139","0","1","1","0","0","0","0"
"Presidential Electors","Jefferson","00","034","86","2","5","247","1","2","0","0","0","0","4"
"Presidential Electors","Jefferson","00","035","60","0","2","165","0","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","036","40","2","3","143","1","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","037","79","0","4","236","1","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","038","90","2","0","194","0","0","1","0","0","0","2"
"Presidential Electors","Jefferson","00","039","83","6","4","279","2","0","1","0","0","0","1"
"Presidential Electors","Jefferson","00","040","78","0","4","260","0","1","0","1","0","0","1"
"Presidential Electors","Jefferson","00","041","86","2","0","233","0","2","0","1","0","0","1"
"Presidential Electors","Jefferson","00","042","142","6","2","227","0","1","0","1","0","0","1"
"Presidential Electors","Jefferson","00","043","99","2","0","211","0","0","1","0","0","1","1"
"Presidential Electors","Jefferson","00","044","147","2","5","325","1","0","0","1","0","0","3"
"Presidential Electors","Jefferson","00","045","144","3","3","235","0","0","0","2","1","1","1"
"Presidential Electors","Jefferson","00","046","104","5","1","122","2","1","0","0","0","0","0"
"Presidential Electors","Jefferson","00","051","110","6","2","277","4","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","052","97","2","2","389","2","0","0","0","0","0","3"
"Presidential Electors","Jefferson","00","053","86","4","3","270","0","1","0","0","0","0","2"
"Presidential Electors","Jefferson","00","054","99","1","0","195","0","0","0","0","1","0","4"
"Presidential Electors","Jefferson","00","055","87","1","1","236","0","0","1","1","1","0","0"
"Presidential Electors","Jefferson","00","056","99","3","2","272","1","0","0","0","0","0","2"
"Presidential Electors","Jefferson","00","057","130","2","3","164","0","1","0","0","0","0","0"
"Presidential Electors","Jefferson","00","058","115","2","1","86","0","0","0","2","1","0","0"
"Presidential Electors","Jefferson","00","059","110","5","3","202","0","0","1","0","0","0","1"
"Presidential Electors","Jefferson","00","060","153","6","8","436","1","0","0","1","1","1","1"
"Presidential Electors","Jefferson","00","061","130","1","0","309","2","0","0","1","0","0","3"
"Presidential Electors","Jefferson","00","062","64","4","0","177","0","0","0","0","0","0","3"
"Presidential Electors","Jefferson","00","063","72","0","4","163","0","1","0","0","0","0","0"
"Presidential Electors","Jefferson","00","064","65","0","4","136","0","0","0","0","1","0","3"
"Presidential Electors","Jefferson","00","065","116","2","2","240","0","0","3","0","0","0","0"
"Presidential Electors","Jefferson","00","066","109","3","5","305","2","0","1","1","1","0","2"
"Presidential Electors","Jefferson","00","068","92","0","2","258","1","0","2","1","0","0","4"
"Presidential Electors","Jefferson","00","069","108","0","2","194","2","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","070","140","3","0","165","0","0","0","1","0","0","1"
"Presidential Electors","Jefferson","00","071","97","4","5","302","3","2","0","0","0","0","5"
"Presidential Electors","Jefferson","00","072","92","6","3","211","0","1","1","0","0","0","1"
"Presidential Electors","Jefferson","00","073","135","2","1","255","0","0","3","0","1","0","5"
"Presidential Electors","Jefferson","00","074","163","1","1","179","2","0","1","0","0","0","2"
"Presidential Electors","Jefferson","00","075","99","1","2","151","0","0","0","0","0","0","2"
"Presidential Electors","Jefferson","00","076","133","2","4","199","0","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","077","78","1","4","261","0","0","0","1","0","0","2"
"Presidential Electors","Jefferson","00","078","193","3","2","174","0","0","1","1","1","0","0"
"Presidential Electors","Jefferson","00","079","61","0","2","214","0","0","0","0","1","0","2"
"Presidential Electors","Jefferson","00","080","71","1","0","204","1","0","1","1","0","0","0"
"Presidential Electors","Jefferson","00","081","59","2","0","131","0","0","0","0","0","0","3"
"Presidential Electors","Jefferson","00","082","137","3","1","202","1","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","083","54","0","4","126","0","0","0","0","1","0","3"
"Presidential Electors","Jefferson","00","084","76","2","1","183","0","0","1","1","0","0","1"
"Presidential Electors","Jefferson","00","085","89","2","0","200","2","0","0","1","0","0","3"
"Presidential Electors","Jefferson","00","086","70","1","3","155","0","0","1","0","0","0","2"
"Presidential Electors","Jefferson","00","087","93","2","1","202","1","0","1","0","0","0","1"
"Presidential Electors","Jefferson","00","088","69","1","2","159","0","2","1","0","0","0","0"
"Presidential Electors","Jefferson","00","089","103","4","7","202","0","2","0","1","0","0","5"
"Presidential Electors","Jefferson","00","090","76","2","2","192","0","0","1","0","0","0","0"
"Presidential Electors","Jefferson","00","091","80","0","0","186","0","0","0","0","0","0","4"
"Presidential Electors","Jefferson","00","092","48","1","9","150","1","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","093","58","0","2","178","3","1","0","0","0","0","1"
"Presidential Electors","Jefferson","00","094","113","5","2","255","2","0","0","2","0","0","2"
"Presidential Electors","Jefferson","00","095","137","3","2","312","3","0","2","1","1","0","4"
"Presidential Electors","Jefferson","00","096","66","3","2","159","2","1","2","0","0","0","1"
"Presidential Electors","Jefferson","00","097","94","0","4","188","1","0","0","0","1","0","2"
"Presidential Electors","Jefferson","00","098","108","5","7","284","0","0","0","0","0","0","3"
"Presidential Electors","Jefferson","00","099","97","2","3","139","0","1","1","0","0","0","0"
"Presidential Electors","Jefferson","00","100","43","0","4","82","1","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","101","47","1","2","75","0","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","102","71","3","4","142","0","1","0","0","1","0","4"
"Presidential Electors","Jefferson","00","103","69","1","0","185","1","0","1","0","0","0","0"
"Presidential Electors","Jefferson","00","104","301","2","1","13","0","0","1","1","0","0","0"
"Presidential Electors","Jefferson","00","105","34","1","1","78","0","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","106","65","0","0","125","0","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","108","189","1","0","10","0","0","0","0","0","0","2"
"Presidential Electors","Jefferson","00","115","183","2","1","26","0","0","1","1","1","0","0"
"Presidential Electors","Jefferson","00","116","98","1","0","98","0","0","1","0","1","0","1"
"Presidential Electors","Jefferson","00","117","114","0","3","297","1","0","2","1","0","0","1"
"Presidential Electors","Jefferson","00","118","81","5","3","303","2","0","0","0","0","0","4"
"Presidential Electors","Jefferson","00","119","86","3","0","237","0","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","120","48","1","2","144","0","1","1","0","0","0","1"
"Presidential Electors","Jefferson","00","121","80","3","3","279","0","0","0","0","0","0","3"
"Presidential Electors","Jefferson","00","122","85","3","2","323","0","0","0","0","0","0","3"
"Presidential Electors","Jefferson","00","123","121","4","6","470","2","0","0","1","0","0","0"
"Presidential Electors","Jefferson","00","124","200","4","6","434","1","0","2","0","1","0","0"
"Presidential Electors","Jefferson","00","125A","164","5","3","105","0","0","1","0","0","0","1"
"Presidential Electors","Jefferson","00","125B","143","0","0","105","2","0","0","0","0","0","2"
"Presidential Electors","Jefferson","00","126","136","4","11","280","2","0","0","1","1","0","5"
"Presidential Electors","Jefferson","00","127","143","2","0","156","0","0","0","0","1","0","3"
"Presidential Electors","Jefferson","00","128","130","2","1","142","4","0","1","0","0","0","5"
"Presidential Electors","Jefferson","00","129","115","2","1","179","2","0","1","1","0","0","3"
"Presidential Electors","Jefferson","00","130","74","1","1","106","0","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","131","112","3","0","27","1","0","1","1","0","0","1"
"Presidential Electors","Jefferson","00","132","82","0","1","71","1","0","0","0","0","0","2"
"Presidential Electors","Jefferson","00","133","234","0","0","34","0","0","0","1","0","0","0"
"Presidential Electors","Jefferson","00","134","144","3","1","137","1","0","1","0","1","0","2"
"Presidential Electors","Jefferson","00","136","115","4","2","101","0","0","0","2","0","0","0"
"Presidential Electors","Jefferson","00","138","63","1","0","22","0","0","0","0","0","0","0"
"Presidential Electors","Jefferson","00","150A","154","3","0","118","2","0","1","1","0","0","2"
"Presidential Electors","Jefferson","00","150B","330","0","1","212","1","1","2","2","0","0","2"
"Presidential Electors","Jefferson","00","151","418","3","3","320","0","2","2","2","0","0","3"
"Presidential Electors","Jefferson","00","152","145","1","0","133","0","2","0","1","1","0","0"
"Presidential Electors","Jefferson","00","153","366","0","1","20","0","1","0","0","0","0","0"
"Presidential Electors","Jefferson","00","154","323","2","2","19","1","0","0","0","0","1","0"
"Presidential Electors","Jefferson","00","155","89","0","0","163","0","0","0","0","0","0","1"
"Presidential Electors","Jefferson","00","156","362","0","0","85","0","0","2","1","0","0","0"
