,,Donald J. Trump and Michael R. Pence,Hillary Rodham Clinton and Timothy Michael Kaine,Gary Johnson and Bill Weld,Evan McMullin and Nathan Johnson,Jill Stein and Ajamu Baraka,Darrell Castle and Scott Bradley,Peter Skewes and Michael Lacy,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Independence,Green,Constitution,American,,,
Precinct,Emergency 1,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 2,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 3,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 4,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe 1,74,39,6,0,1,1,0,121,1,122
Precinct,Failsafe 2,17,14,1,2,0,0,0,34,0,34
Precinct,Failsafe 3,14,19,0,0,0,0,0,33,0,33
Precinct,Failsafe 4,4,1,0,0,0,0,0,5,0,5
Precinct,Failsafe Provisional 1,310,235,24,6,7,2,1,585,3,588
Precinct,Fairgrounds,103,595,9,2,5,0,0,714,1,715
Precinct,Ferry Branch,382,118,7,9,4,0,0,520,2,522
Precinct,Fewell Park,339,191,20,16,7,1,5,579,9,588
Precinct,Filbert,660,132,20,14,4,1,0,831,4,835
Precinct,Fort Mill No. 01,976,494,69,16,20,3,6,1584,20,1604
Precinct,Fort Mill No. 02,1140,465,67,25,11,8,3,1719,14,1733
Precinct,Fort Mill No. 03,576,445,51,19,9,3,3,1106,7,1113
Precinct,Fort Mill No. 04,403,401,22,7,5,4,1,843,9,852
Precinct,Fort Mill No. 05,668,367,50,8,3,4,1,1101,9,1110
Precinct,Fort Mill No. 06,590,329,64,31,6,1,0,1021,7,1028
Precinct,Friendship,287,117,10,8,1,0,1,424,3,427
Precinct,Gold Hill,757,418,54,11,7,5,1,1253,8,1261
Precinct,Hampton Mill,505,148,19,6,2,5,1,686,5,691
Precinct,Harvest,392,195,23,13,4,3,1,631,4,635
Precinct,Hickory Grove,434,129,9,8,1,0,0,581,2,583
Precinct,Highland Park,236,315,14,5,3,6,2,581,3,584
Precinct,Hollis Lakes,493,411,39,18,9,5,0,975,4,979
Precinct,Hopewell,302,145,16,8,7,1,1,480,7,487
Precinct,Independence,365,89,10,6,5,0,0,475,4,479
Precinct,India Hook,527,294,40,16,3,2,2,884,5,889
Precinct,Kanawha,528,285,47,14,1,0,1,876,4,880
Precinct,Lakeshore,757,376,50,15,2,6,2,1208,6,1214
Precinct,Lakewood,554,202,23,8,9,2,3,801,5,806
Precinct,Larne,407,176,26,6,3,4,1,623,3,626
Precinct,Laurel Creek,517,189,14,9,2,3,0,734,10,744
Precinct,Lesslie,608,120,21,9,5,2,2,767,5,772
Precinct,Manchester,328,288,20,14,6,1,2,659,3,662
Precinct,McConnells,577,212,16,7,6,1,3,822,9,831
Precinct,Mill Creek,455,146,18,5,4,1,2,631,4,635
Precinct,Mt. Gallant,609,214,25,10,5,3,0,866,13,879
Precinct,Mt. Holly,687,604,42,19,4,2,2,1360,12,1372
Precinct,Nation Ford,837,470,50,21,9,2,2,1391,11,1402
Precinct,Neelys Creek,360,127,10,10,2,5,1,515,4,519
Precinct,New Home,823,292,29,9,10,5,1,1169,14,1183
Precinct,Newport,568,267,45,8,7,0,1,896,8,904
Precinct,Northside,238,284,22,12,14,3,6,579,3,582
Precinct,Northwestern,742,277,48,17,5,2,2,1093,19,1112
Precinct,Oakridge,878,337,21,4,5,7,2,1254,6,1260
Precinct,Oakwood,562,325,40,11,3,7,0,948,7,955
Precinct,Ogden,547,496,23,12,4,2,0,1084,8,1092
Precinct,Old Pointe,438,342,33,18,8,4,3,846,7,853
Precinct,Orchard Park,675,390,72,19,8,4,1,1169,16,1185
Precinct,Palmetto,754,470,58,34,4,4,3,1327,8,1335
Precinct,Pleasant Road,651,330,26,13,4,1,2,1027,7,1034
Precinct,Pole Branch,631,257,44,8,5,6,1,952,7,959
Precinct,Provisional 1,57,26,3,0,0,0,0,86,0,86
Precinct,Provisional 2,38,38,4,0,0,0,0,80,1,81
Precinct,Provisional 3,32,23,1,0,1,0,0,57,0,57
Precinct,Provisional 4,19,1,0,0,1,0,0,21,0,21
Precinct,River Hills,802,353,39,9,2,2,0,1207,15,1222
Precinct,River's Edge,689,237,38,16,9,0,0,989,6,995
Precinct,Riverview,452,242,34,12,7,3,1,751,3,754
Precinct,Rock Creek,623,181,26,5,6,2,1,844,3,847
Precinct,Rock Hill No. 02,11,522,4,1,5,0,0,543,6,549
Precinct,Rock Hill No. 03,78,800,10,6,4,2,2,902,4,906
Precinct,Rock Hill No. 04,335,459,27,12,13,2,1,849,5,854
Precinct,Rock Hill No. 05,324,359,36,17,14,1,1,752,7,759
Precinct,Rock Hill No. 06,118,450,12,3,7,2,3,595,12,607
Precinct,Rock Hill No. 07,473,549,48,14,16,3,1,1104,11,1115
Precinct,Rock Hill No. 08,41,389,8,3,3,0,0,444,2,446
Precinct,Roosevelt,415,303,23,3,3,5,0,752,7,759
Precinct,Rosewood,712,759,66,20,15,6,2,1580,11,1591
Precinct,Sharon,502,202,17,4,3,0,2,730,3,733
Precinct,Shoreline,746,456,49,13,9,6,2,1281,8,1289
Precinct,Six Mile,515,115,15,11,6,2,2,666,4,670
Precinct,Smyrna,323,45,6,3,4,0,1,382,5,387
Precinct,Springdale,249,327,26,17,8,4,0,631,1,632
Precinct,Springfield,818,329,35,18,11,0,3,1214,8,1222
Precinct,Stateline,431,295,34,18,13,2,0,793,4,797
Precinct,Steele Creek,805,490,56,25,9,2,1,1388,11,1399
Precinct,Tega Cay,485,259,40,8,6,1,1,800,3,803
Precinct,Tirzah,804,210,18,15,2,1,0,1050,8,1058
Precinct,Tools Fork,527,257,21,4,2,4,2,817,5,822
Precinct,University,328,213,30,18,4,3,2,598,7,605
Precinct,Waterstone,602,419,44,16,11,4,2,1098,12,1110
Precinct,Windjammer,699,382,41,12,8,5,2,1149,6,1155
Precinct,Wylie,411,168,25,5,2,4,1,616,4,620
Precinct,York No. 01,309,405,14,7,7,0,1,743,3,746
Precinct,York No. 02,602,446,30,12,8,4,2,1104,4,1108
